SubjID,Referentiality,Gender_Status,Group,Baseline,Critical,diff_score
303,Referential,NonGendered,NonBinary,0.669,0.07925000000000003,-0.58975
304,NonReferential,Gendered,NonBinary,-0.41675,2.79705,3.2138
304,NonReferential,NonGendered,NonBinary,0.99845,2.34335,1.3449
304,Referential,Gendered,NonBinary,0.43075,2.0027,1.57195
304,Referential,NonGendered,NonBinary,1.0943,-0.83585,-1.93015
305,NonReferential,Gendered,NonBinary,0.12800000000000006,6.6514,6.5234
305,NonReferential,NonGendered,NonBinary,0.7136,2.63965,1.92605
305,Referential,Gendered,NonBinary,1.37625,1.20265,-0.17359999999999998
305,Referential,NonGendered,NonBinary,1.0101,1.66645,0.65635
306,NonReferential,Gendered,NonBinary,0.49055,2.31415,1.8236
306,NonReferential,NonGendered,NonBinary,0.38325,1.70975,1.3265000000000002
306,Referential,Gendered,NonBinary,1.84355,1.1136,-0.7299500000000001
306,Referential,NonGendered,NonBinary,-0.029250000000000023,0.46165,0.4909
307,NonReferential,Gendered,NonBinary,-1.04305,2.8449999999999998,3.88805
307,NonReferential,NonGendered,NonBinary,-0.6178,2.78215,3.39995
307,Referential,Gendered,NonBinary,2.6407000000000003,2.2568,-0.38390000000000013
307,Referential,NonGendered,NonBinary,1.6315,-0.3577,-1.9891999999999999
308,NonReferential,Gendered,NonBinary,0.2312,0.08950000000000001,-0.1417
308,NonReferential,NonGendered,NonBinary,0.06815,-0.3862,-0.45435
308,Referential,Gendered,NonBinary,-0.37054999999999993,1.60585,1.9764
308,Referential,NonGendered,NonBinary,1.225,-0.66355,-1.88855
311,NonReferential,Gendered,NonBinary,1.6823,2.9103,1.228
311,NonReferential,NonGendered,NonBinary,-1.0677,1.0314,2.0991
311,Referential,Gendered,NonBinary,1.01865,2.81345,1.7948
311,Referential,NonGendered,NonBinary,0.51115,0.66605,0.15490000000000004
312,NonReferential,Gendered,NonBinary,-1.437,3.3166,4.7536000000000005
312,NonReferential,NonGendered,NonBinary,-3.04485,-0.9440500000000001,2.1007999999999996
312,Referential,Gendered,NonBinary,0.29100000000000004,-0.73325,-1.0242499999999999
312,Referential,NonGendered,NonBinary,-0.3391,-0.756,-0.4169
313,NonReferential,Gendered,NonBinary,1.5024,0.9161,-0.5862999999999999
313,NonReferential,NonGendered,NonBinary,0.1821,2.71955,2.5374499999999998
313,Referential,Gendered,NonBinary,1.46235,0.16795,-1.2944
313,Referential,NonGendered,NonBinary,-1.3579,-0.4027,0.9552
315,NonReferential,Gendered,NonBinary,0.60935,2.7244,2.11505
315,NonReferential,NonGendered,NonBinary,0.7047,0.8942,0.1895
315,Referential,Gendered,NonBinary,1.01965,0.69985,-0.3198
315,Referential,NonGendered,NonBinary,0.8422,1.25565,0.41345
318,NonReferential,Gendered,NonBinary,-1.06965,1.5497,2.61935
318,NonReferential,NonGendered,NonBinary,-0.45675,0.9077,1.36445
318,Referential,Gendered,NonBinary,-0.3251,-2.27565,-1.9505500000000002
318,Referential,NonGendered,NonBinary,-1.4705000000000001,0.25655,1.7270500000000002
319,NonReferential,Gendered,NonBinary,1.3839000000000001,2.0559,0.6719999999999997
319,NonReferential,NonGendered,NonBinary,-0.24334999999999998,2.77475,3.0181
319,Referential,Gendered,NonBinary,2.0433,0.005499999999999996,-2.0378
319,Referential,NonGendered,NonBinary,0.34825,0.9918,0.6435500000000001
320,NonReferential,Gendered,NonBinary,0.4109499999999999,1.9483,1.53735
320,NonReferential,NonGendered,NonBinary,1.07285,-1.55935,-2.6322
320,Referential,Gendered,NonBinary,0.3037,1.1698,0.8660999999999999
320,Referential,NonGendered,NonBinary,2.0554,-0.4471,-2.5025
401,NonReferential,Gendered,NonBinary,-0.6713,0.77945,1.45075
401,NonReferential,NonGendered,NonBinary,0.12575,-0.8161,-0.9418500000000001
401,Referential,Gendered,NonBinary,1.49915,1.69735,0.19819999999999993
401,Referential,NonGendered,NonBinary,0.1085,0.9774,0.8689
402,NonReferential,Gendered,NonBinary,1.40915,1.2558,-0.15334999999999988
402,NonReferential,NonGendered,NonBinary,1.88015,1.3146,-0.56555
402,Referential,Gendered,NonBinary,1.4934,0.8492999999999999,-0.6441000000000001
402,Referential,NonGendered,NonBinary,0.25435,-0.3424,-0.59675
403,NonReferential,Gendered,NonBinary,1.9268,1.77845,-0.14834999999999998
403,NonReferential,NonGendered,NonBinary,-0.35575,2.28915,2.6449
403,Referential,Gendered,NonBinary,2.26835,2.0074,-0.2609499999999998
403,Referential,NonGendered,NonBinary,0.95745,0.54215,-0.4153
404,NonReferential,Gendered,NonBinary,-0.1809,1.3689,1.5498
404,NonReferential,NonGendered,NonBinary,-0.126,0.894,1.02
404,Referential,Gendered,NonBinary,0.9489,0.11910000000000001,-0.8298
404,Referential,NonGendered,NonBinary,0.03069999999999997,-1.3747,-1.4054
