SubjID,Referentiality,Gender_Status,Group,Baseline,Critical,diff_score
217,NonReferential,Gendered,Binary,0.22715,0.43645,0.2093
217,NonReferential,NonGendered,Binary,1.13245,0.13115,-1.0013
217,Referential,Gendered,Binary,0.45305,0.033849999999999984,-0.4192
217,Referential,NonGendered,Binary,-0.4066,-0.08010000000000002,0.3265
218,NonReferential,Gendered,Binary,-0.32430000000000003,0.41555,0.73985
218,NonReferential,NonGendered,Binary,0.3227,0.75175,0.42905000000000004
218,Referential,Gendered,Binary,-0.5626,-1.0465,-0.4839
218,Referential,NonGendered,Binary,-0.06635,1.19135,1.2576999999999998
219,NonReferential,Gendered,Binary,1.66215,0.22965000000000002,-1.4325
219,NonReferential,NonGendered,Binary,1.3997,1.6103,0.21060000000000012
219,Referential,Gendered,Binary,2.06435,1.82275,-0.24160000000000004
219,Referential,NonGendered,Binary,-1.0796,2.4442,3.5237999999999996
220,NonReferential,Gendered,Binary,0.10915000000000001,0.014850000000000006,-0.09430000000000001
220,NonReferential,NonGendered,Binary,0.6494,0.70005,0.05064999999999997
220,Referential,Gendered,Binary,0.326,0.47835000000000005,0.15235000000000004
220,Referential,NonGendered,Binary,-0.22685,-0.03699999999999999,0.18985000000000002
221,NonReferential,Gendered,Binary,0.9274,1.46865,0.54125
221,NonReferential,NonGendered,Binary,0.26635,2.69275,2.4264
221,Referential,Gendered,Binary,0.9959,2.7232,1.7272999999999998
221,Referential,NonGendered,Binary,-0.6023,2.46195,3.06425
222,NonReferential,Gendered,Binary,1.08635,-0.1652,-1.25155
222,NonReferential,NonGendered,Binary,2.1776,-2.1086,-4.2862
222,Referential,Gendered,Binary,0.2028,1.4768000000000001,1.274
222,Referential,NonGendered,Binary,0.295,-0.605,-0.8999999999999999
223,NonReferential,Gendered,Binary,-1.1271,0.32854999999999995,1.4556499999999999
223,NonReferential,NonGendered,Binary,0.8036,0.74425,-0.059350000000000014
223,Referential,Gendered,Binary,0.26395,-1.2118,-1.4757500000000001
223,Referential,NonGendered,Binary,-0.08234999999999999,-0.4319,-0.34955
224,NonReferential,Gendered,Binary,1.16085,1.81225,0.6514
224,NonReferential,NonGendered,Binary,3.116,1.25855,-1.85745
224,Referential,Gendered,Binary,0.6059,3.48625,2.88035
224,Referential,NonGendered,Binary,1.3911,1.61895,0.22784999999999989
302,NonReferential,Gendered,NonBinary,0.75015,0.1426,-0.60755
302,NonReferential,NonGendered,NonBinary,1.1581,0.3956,-0.7625
302,Referential,Gendered,NonBinary,0.19105,0.388,0.19695000000000001
302,Referential,NonGendered,NonBinary,0.94575,-0.8586,-1.80435
303,NonReferential,Gendered,NonBinary,2.1299,1.1848,-0.9451
303,NonReferential,NonGendered,NonBinary,0.96935,0.19240000000000002,-0.77695
303,Referential,Gendered,NonBinary,-0.24905,0.33795000000000003,0.587
303,Referential,NonGendered,NonBinary,1.6611,-1.37595,-3.03705
304,NonReferential,Gendered,NonBinary,-0.00474999999999999,-1.5329,-1.52815
304,NonReferential,NonGendered,NonBinary,-0.08250000000000002,1.73575,1.81825
304,Referential,Gendered,NonBinary,0.07100000000000001,4.5184999999999995,4.4475
304,Referential,NonGendered,NonBinary,1.7661,-0.33425,-2.10035
305,NonReferential,Gendered,NonBinary,0.3911,-1.0565,-1.4476
305,NonReferential,NonGendered,NonBinary,0.90135,0.3519,-0.54945
305,Referential,Gendered,NonBinary,-0.11655,0.82085,0.9374
305,Referential,NonGendered,NonBinary,0.9183,1.25255,0.33425000000000005
306,NonReferential,Gendered,NonBinary,1.36095,0.37575000000000003,-0.9852000000000001
306,NonReferential,NonGendered,NonBinary,-1.0263,1.7658,2.7921
306,Referential,Gendered,NonBinary,-1.1349,-0.29514999999999997,0.83975
306,Referential,NonGendered,NonBinary,2.3861,0.045300000000000014,-2.3407999999999998
307,NonReferential,Gendered,NonBinary,-0.48175,-0.72345,-0.24170000000000003
307,NonReferential,NonGendered,NonBinary,2.13735,2.2658,0.12844999999999995
307,Referential,Gendered,NonBinary,0.4708,0.10890000000000001,-0.3619
307,Referential,NonGendered,NonBinary,-0.9168999999999999,0.017300000000000027,0.9341999999999999
308,NonReferential,Gendered,NonBinary,-0.25934999999999997,0.46295,0.7222999999999999
308,NonReferential,NonGendered,NonBinary,0.7322500000000001,-0.48660000000000003,-1.2188500000000002
308,Referential,Gendered,NonBinary,-0.6053499999999999,-0.58655,0.018799999999999928
308,Referential,NonGendered,NonBinary,1.60445,1.46635,-0.1380999999999999
311,NonReferential,Gendered,NonBinary,1.48845,1.4569,-0.03154999999999997
311,NonReferential,NonGendered,NonBinary,1.13135,3.3854,2.2540500000000003
311,Referential,Gendered,NonBinary,-0.09259999999999999,2.4595,2.5521
311,Referential,NonGendered,NonBinary,-0.5844,2.92775,3.51215
312,NonReferential,Gendered,NonBinary,0.33835000000000004,0.22615,-0.11220000000000005
312,NonReferential,NonGendered,NonBinary,1.52375,-0.19540000000000002,-1.71915
312,Referential,Gendered,NonBinary,-0.46754999999999997,1.19435,1.6619
312,Referential,NonGendered,NonBinary,1.05495,2.7603,1.70535
313,NonReferential,Gendered,NonBinary,0.21545,1.37355,1.1581000000000001
313,NonReferential,NonGendered,NonBinary,1.59945,1.2323,-0.3671500000000001
313,Referential,Gendered,NonBinary,0.060899999999999996,2.09565,2.03475
313,Referential,NonGendered,NonBinary,1.3817,1.1918,-0.18989999999999996
315,NonReferential,Gendered,NonBinary,1.6441,0.19815000000000005,-1.4459499999999998
315,NonReferential,NonGendered,NonBinary,-0.22990000000000002,1.9677499999999999,2.19765
315,Referential,Gendered,NonBinary,-0.49079999999999996,2.216,2.7068000000000003
315,Referential,NonGendered,NonBinary,0.50665,-0.23695,-0.7436
318,NonReferential,Gendered,NonBinary,2.6328,-0.1404,-2.7732
318,NonReferential,NonGendered,NonBinary,-0.4166,0.98025,1.39685
318,Referential,Gendered,NonBinary,1.9044,0.64905,-1.25535
318,Referential,NonGendered,NonBinary,0.32565,0.08265,-0.243
319,NonReferential,Gendered,NonBinary,3.01425,1.1198,-1.8944500000000002
319,NonReferential,NonGendered,NonBinary,3.0866000000000002,1.12725,-1.9593500000000001
319,Referential,Gendered,NonBinary,2.19345,0.968,-1.22545
319,Referential,NonGendered,NonBinary,0.282,1.53525,1.25325
320,NonReferential,Gendered,NonBinary,-2.7259,0.78995,3.5158500000000004
320,NonReferential,NonGendered,NonBinary,0.3125,2.0858499999999998,1.7733499999999998
320,Referential,Gendered,NonBinary,0.6428,2.04875,1.40595
320,Referential,NonGendered,NonBinary,1.5384,1.96155,0.4231499999999999
401,NonReferential,Gendered,NonBinary,0.012700000000000006,0.39315,0.38045
401,NonReferential,NonGendered,NonBinary,0.04725000000000001,-1.0458,-1.09305
401,Referential,Gendered,NonBinary,-1.2697,1.1889,2.4586
401,Referential,NonGendered,NonBinary,0.21275,1.27235,1.0596
402,NonReferential,Gendered,NonBinary,1.79525,-0.85575,-2.651
402,NonReferential,NonGendered,NonBinary,-0.09935000000000001,1.4137,1.51305
402,Referential,Gendered,NonBinary,1.5567,0.672,-0.8846999999999999
402,Referential,NonGendered,NonBinary,1.43625,2.02775,0.5915000000000001
403,NonReferential,Gendered,NonBinary,1.77725,0.7025,-1.0747499999999999
403,NonReferential,NonGendered,NonBinary,-0.67515,2.507,3.18215
403,Referential,Gendered,NonBinary,0.65515,1.65975,1.0046
403,Referential,NonGendered,NonBinary,2.1421,2.24885,0.1067499999999999
404,NonReferential,Gendered,NonBinary,-0.14725000000000002,1.4478,1.59505
404,NonReferential,NonGendered,NonBinary,0.85285,0.24345,-0.6093999999999999
404,Referential,Gendered,NonBinary,-0.11109999999999999,2.00165,2.11275
404,Referential,NonGendered,NonBinary,1.03275,-0.14075,-1.1735
